Year,Position,Name,ALRAS,RAS
2017,WR,Corey Smith,3.15,2.86
1996,WR,Mark Harris,1.66,2.85
2018,WR,Linell Bonner,2.9,2.85
1992,WR,Walter Jones,1.17,2.84
1994,WR,Eric Drage,1.34,2.84
2016,WR,Doug Corby,3.3,2.84
2018,WR,Anthony Mahoungou,2.83,2.84
2019,WR,Marcel Williams,2.84,2.84
2003,WR,Keenan Howry,1.64,2.83
2019,WR,Teddy Veal,2.82,2.82
2016,WR,Antwane Grant,3.2,2.81
2018,WR,Troy Pelletier,2.82,2.8
2017,WR,Matrick Belton,2.99,2.79
2018,WR,Ray Bolden,2.81,2.79
2019,WR,Tyre Brady,2.79,2.79
2016,WR,Aaron Burbridge,3.23,2.78
2018,WR,Ervin Philips,2.8,2.77
1992,WR,Rodney Blackshear,0.98,2.76
2017,WR,Karel Hamilton,3.04,2.76
2019,WR,Dylan Collie,2.76,2.76
2019,WR,Preston Williams,2.76,2.76
2012,WR,Tim Benford,2.86,2.75
2017,WR,Tyrone Williams,2.98,2.75
2018,WR,Nigel Carter,2.77,2.75
2014,WR,Noel Grigsby,3.19,2.74
2016,WR,Jamal Jones,3.06,2.74
2016,WR,Jamaal Jones,3.06,2.74
2018,WR,Guillaume Paquet,2.75,2.74
2011,WR,Vincent Brown,2.65,2.72
2016,WR,Geronimo Allison,3.17,2.72
2011,WR,Dwayne Harris,2.7,2.71
2018,WR,Brandt Van Roekel,2.67,2.71
2013,WR,Brandon Kaufman,2.8,2.7
2018,WR,Donald Gray,2.72,2.7
2018,WR,Donald Gray,2.72,2.7
1989,WR,Nas Worthen,1.39,2.69
1991,WR,Arthur Guess,0.89,2.69
2013,WR,Alan Bonner,2.99,2.69
2016,WR,Pig Howard,3.26,2.69
2017,WR,Victor Bolden,3.04,2.69
2012,WR,James Rodgers,2.78,2.68
2016,WR,Byron Marshall,3.19,2.68
2017,WR,R.J. Shelton,3.08,2.68
2019,WR,Andrew Meyer,2.68,2.68
2019,WR,Kelvin McKnight,2.68,2.68
2017,WR,Nick Kurtz,3.08,2.67
1994,WR,Eddie Small,1.29,2.66
2017,WR,Larry Hope,3.01,2.66
2003,WR,Brandon Green,1.3,2.64
2017,WR,Mitchell Juergens,3.03,2.64
2019,WR,Ahkil Crumpton,2.64,2.64
1987,WR,Kelvin Martin,2.1,2.63
1988,WR,Guy Liggins,1.41,2.63
2019,WR,Tony Ellison,2.62,2.62
2014,WR,Trey Burton,3.03,2.6
2017,WR,Kevin Kutchera,2.96,2.6
2009,WR,Darius Passmore,2.2,2.59
2012,WR,Darius Hanks,2.75,2.59
2018,WR,Janarion Grant,2.59,2.59
1992,WR,Cedric Tillman,1.24,2.58
2016,WR,Alonzo Russell,3.19,2.58
1990,WR,Clarkston Hines,1.31,2.57
2016,WR,Daniel Braverman,3.1,2.56
2017,WR,Ishmael Adams,2.89,2.56
2018,WR,Ike Lewis,2.6,2.56
2019,WR,Aaron Blockmon,2.56,2.56
2019,WR,T.J. Rahming,2.55,2.55
2017,WR,Noel Thomas,2.78,2.53
2018,WR,Jake Wieneke,2.54,2.53
1999,WR,Daniel Jones,1.1,2.52
2017,WR,Blair Roberts,2.89,2.52
1995,WR,Johnny Thomas,0.72,2.51
2017,WR,Devon Breaux,2.9,2.51
1988,WR,Todd White,0.66,2.5
2017,WR,Frederick Gammage,2.78,2.5
2018,WR,Brandon Powell,2.52,2.5
2014,WR,Alex Pierzchalski,2.65,2.49
2018,WR,Tevaris McCormick,2.48,2.48
2019,WR,A.J. Richardson,2.46,2.46
2018,WR,Steven Dunbar,2.44,2.45
2013,WR,Cobi Hamilton,2.72,2.44
2017,WR,Dondre Daley,2.7,2.43
2019,WR,Jesse Jackson,2.43,2.43
1995,WR,Freddie Solomon,0.99,2.42
1996,WR,Lance Schwindt,1.51,2.42
1997,WR,Brian Roberson,0.83,2.42
2016,WR,Quinshad Davis,2.87,2.42
2017,WR,Devonte Mathis,2.74,2.41
2019,WR,Darrius Shepherd,2.41,2.41
2019,WR,Drake Harris,2.4,2.4
1996,WR,Mitch Running,1.11,2.39
2006,WR,Cory Rodgers,1.67,2.39
2012,WR,Patrick Edwards,2.41,2.39
2019,WR,Myles Tease,2.39,2.39
1988,WR,Jeff James,0.95,2.38
2012,WR,Mike Brown,2.58,2.38
2016,WR,Paul McRoberts,2.79,2.38
2017,WR,Mitchell Paige,2.67,2.38
1987,WR,Lyneal Alston,1.4,2.37
1992,WR,Nate Singleton,0.84,2.36
2018,WR,Thomas Owens,2.37,2.36
2017,WR,Gabe Marks,2.71,2.35
2017,WR,Devin Brown,2.67,2.35
2019,WR,Dre Massey,2.35,2.35
1997,WR,Antwuan Wyatt,0.97,2.34
2017,WR,Rashawn Proctor,2.73,2.34
2018,WR,Trent Riley,2.36,2.34
2018,WR,Zachary Parker,2.33,2.33
2018,WR,Detrich Clark,2.33,2.32
2019,WR,Jamarius Way,2.32,2.32
1999,WR,Tywan Mitchell,1.46,2.3
2017,WR,Eric Judge,2.62,2.3
2014,WR,Kain Colter,2.6,2.29
2019,WR,Kailon Carter,2.29,2.29
1990,WR,Steve Elmlinger,1.19,2.28
2017,WR,Bruce Mapp,2.59,2.28
2019,WR,David Ungerer,2.28,2.28
2018,WR,Charles Nelson,2.31,2.27
1988,WR,Cassius Osborn,0.8,2.25
1992,WR,Tracey Jenkins,0.9,2.25
2017,WR,Daniel Hurd,2.51,2.25
2018,WR,Dalton Ponchillia,2.29,2.25
2018,WR,Emanuel Porter,2.22,2.25
2018,WR,Josh Horner,2.15,2.24
2017,WR,Zac Hoover,2.53,2.22
2018,WR,Matt Fleming,2.23,2.22
2016,WR,Hunter Sharp,2.73,2.21
2019,WR,Cam Stewart,2.2,2.2
1991,WR,Dennis Arey,0.92,2.19
2017,WR,Chris Lewis,2.47,2.19
2018,WR,Antonio Messick,2.15,2.19
2019,WR,Xavier Harper,2.19,2.19
2018,WR,Dominic Collins,2.19,2.18
2015,WR,Kaelin Clay,2.64,2.17
2017,WR,Jordan Williams,2.47,2.17
2010,WR,Dezmon Briscoe,1.74,2.16
2012,WR,Eric Page,2.28,2.16
2018,WR,Brandon Bean,2.17,2.16
2018,WR,Braelon Roberts,2.12,2.16
2019,WR,Derek Barnes,2.16,2.16
1991,WR,Dave Baird,0.73,2.15
1992,WR,Barry Rose,0.87,2.15
2017,WR,Chris Black,2.46,2.15
2017,WR,Tyrell Goodman,2.39,2.15
2017,WR,Tre Perrier,2.49,2.14
2018,WR,Fransohn Bickley,2.15,2.14
2019,WR,Keenan Curran,2.13,2.13
1994,WR,Corey Holliday,1.3,2.12
1998,WR,Tony Horne,0.68,2.12
2018,WR,Yedidiah Louis,2.11,2.12
1987,WR,Jon Horton,1.37,2.11
2012,WR,Josh Cooper,2.24,2.11
2017,WR,Kalei Letoto,2.42,2.11
1991,WR,Phil Logan,0.78,2.1
1995,WR,Manley Woods,0.82,2.09
1998,WR,Chris Anderson,1.56,2.08
2016,WR,Kenny Lawler,2.48,2.08
2017,WR,Bobo Wilson,2.34,2.08
2017,WR,Malcolm Robinson,2.38,2.07
2018,WR,Wyatt Demps,2.01,2.07
2019,WR,Jovon Durante,2.07,2.07
2018,WR,Jared Beard,2.05,2.06
2003,WR,Reno Mahe,1.08,2.05
2018,WR,Turner Smiley,2.06,2.05
2019,WR,DeVon Johnson,2.05,2.05
2016,WR,Pharoh Cooper,2.49,2.04
2019,WR,Dredrick Snelson,2.04,2.04
1996,WR,Toderick Malone,0.76,2.01
2018,WR,Jeff George,1.96,2.01
1995,WR,David Rhodes,0.81,1.98
2011,WR,Jade Etienne,1.72,1.97
1996,WR,Curtis Brown,0.94,1.96
2017,WR,Devin Lauderdale,2.24,1.96
2018,WR,Nate Terry,1.92,1.96
2019,WR,Maurice Trowell,1.95,1.95
2014,WR,Tore Corrado,2.21,1.94
1989,WR,Jeff Graham,1.07,1.93
2017,WR,Lance Lenoir,2.33,1.93
2019,WR,Sam Mays,1.93,1.93
1990,WR,Richard Bell,0.93,1.92
1998,WR,Anthony Eubanks,1,1.92
2013,WR,Nick Anapolsky,2.32,1.92
2019,WR,Terren Encalade,1.92,1.92
2015,WR,Donatella Luckett,2.14,1.91
2017,WR,Leroy McClain,2.21,1.9
2018,WR,Isaiah Jones,1.88,1.9
2013,WR,Ace Sanders,2,1.89
2018,WR,Etienne Moisan,1.9,1.89
1988,WR,Herb Gainer,0.89,1.88
1991,WR,Linzy Collins,0.68,1.87
2018,WR,Nic Sblendorio,1.85,1.87
2018,WR,Lorenzo Joe,1.83,1.87
2019,WR,DaShawn Davis,1.87,1.87
2018,WR,Trevor Steinke,1.86,1.86
1989,WR,Rod Harris,1.35,1.85
2017,WR,Daniel Vandervoort,2.18,1.85
2017,WR,Marcus Davis,2.04,1.85
1987,WR,Stephen Baker,1.48,1.84
2016,WR,Ed Eagan,2.26,1.84
2017,WR,Corey Jones,2.08,1.84
2018,WR,Auden Tate,1.79,1.84
2014,WR,Willie Snead,2.11,1.83
2017,WR,Keevan Lucas,2.09,1.82
2017,WR,Andre Taylor,1.96,1.82
2018,WR,Patrick Smith,1.84,1.82
2018,WR,Keelan Ewaliko,1.83,1.81
2018,WR,Travon Chapman,1.82,1.81
1990,WR,Terry Anthony,0.94,1.8
2017,WR,Steven Williams,2.03,1.8
2018,WR,Deontay Burnett,1.81,1.8
1997,WR,Buster Tillman,0.78,1.79
2009,WR,Sammie Stroughter,1.46,1.79
2018,WR,Kevin Gladney,1.76,1.79
2019,WR,D.J. Brown,1.79,1.79
2017,WR,Aris Scott,1.99,1.76
1988,WR,John Williams,1.32,1.75
2008,WR,Danny Amendola,1.43,1.74
2013,WR,Guillaume Rioux,1.82,1.74
2017,WR,Romond DeLoatch,1.95,1.74
1996,WR,Chris Doering,0.86,1.73
2016,WR,Duke Williams,1.98,1.73
2017,WR,Andrew Scanlan,1.97,1.72
2018,WR,Bob Pugh,1.73,1.72
2018,WR,Cam Phillips,1.72,1.71
2018,WR,Wendell OBrien,1.7,1.71
1995,WR,Hason Graham,0.56,1.7
2017,WR,Malik Rodriguez,1.91,1.7
2018,WR,Antony Dufour,1.74,1.7
2018,WR,Tavarious Battiste,1.7,1.7
2017,WR,Drew Morgan,1.96,1.69
2019,WR,Terry Juniel,1.69,1.69
1989,WR,Kendall Smith,1.03,1.68
1990,WR,Bruce Lasane,1.16,1.68
2017,WR,James Quick,2.02,1.68
2015,WR,Xavier Rush,1.81,1.66
2017,WR,Jordan Reid,1.94,1.66
2017,WR,Eric Laurent,1.87,1.66
2016,WR,Rashard Higgins,2.01,1.65
2017,WR,Mitchell Picton,1.89,1.65
2019,WR,Kam McKnight,1.65,1.65
1995,WR,J J Rowlett,1.28,1.64
1988,WR,Clay Whitehurst,1.04,1.63
1995,WR,Robert Williams,1.32,1.62
2005,WR,Howard Gilmore,1.01,1.62
2019,WR,Brodrick Yancy,1.62,1.62
2015,WR,Melvin Abankwah,1.76,1.61
2017,WR,Josh Atkinson,1.85,1.61
2018,WR,Shaq Roland,1.63,1.61
2018,WR,John Leday,1.62,1.61
2017,WR,Tim Crawley,1.84,1.59
2018,WR,Kent Shelby,1.52,1.59
2019,WR,Wil Young,1.59,1.59
1987,WR,Karl Dorrell,0.71,1.58
2016,WR,Joe Hansley,1.77,1.58
2018,WR,Dijuan Ussery,1.59,1.58
2016,WR,Bobo Beathard,1.88,1.57
2017,WR,Travin Dural,1.74,1.57
1992,WR,Bernard Edwards,1.16,1.56
2018,WR,Simon Gingras-Gagnon,1.58,1.56
2004,WR,James Newson,0.85,1.55
2005,WR,Steve Savoy,0.9,1.55
2017,WR,Drew Before,1.81,1.55
2018,WR,Terrence Alls,1.57,1.55
2017,WR,Travis Rudolph,1.79,1.54
2018,WR,Bryce Bobo,1.54,1.54
1995,WR,Mike Miller,0.78,1.53
2017,WR,Malcolm Culmer,1.78,1.53
2017,WR,Darrius Sims,1.75,1.53
2018,WR,Derek McLemore,1.58,1.53
2018,WR,Kylen Towner,1.56,1.53
2019,WR,Ryeshene Bronson,1.53,1.53
2019,WR,George Rushing,1.52,1.52
2017,WR,Jamir Tillman,1.71,1.51
1995,WR,Aubrey Hill,0.69,1.5
2017,WR,Samajie Grant,1.73,1.49
2018,WR,Case Harrison,1.54,1.49
2019,WR,Leondre James,1.49,1.49
2019,WR,Justin Holmes,1.48,1.48
2017,WR,Carson McMurtrey,1.69,1.47
2018,WR,Canard Brown,1.47,1.47
1991,WR,Scott Miller,0.54,1.46
2018,WR,Matteo Del Brocco,1.44,1.46
2018,WR,Darryl Richards,1.44,1.45
2018,WR,Johann Jenkins,1.4,1.45
1990,WR,Bruce Lang,0.64,1.44
2018,WR,Michael Nelson,1.42,1.44
1991,WR,Ernest Priester,0.52,1.42
2019,WR,David Bouvier,1.41,1.41
2013,WR,DeVonte Christopher,1.37,1.39
2019,WR,Steven Sims Jr.,1.39,1.39
2017,WR,Sanford Seay,1.56,1.38
1991,WR,Bobby Slaughter,0.58,1.37
2017,WR,Will Carter,1.57,1.37
2016,WR,Mike Jones,1.67,1.36
2019,WR,Treon Harris,1.36,1.36
1992,WR,Darnell Dickerson,1.04,1.35
2016,WR,Roger Lewis,1.49,1.35
2017,WR,Xavier Borishade,1.47,1.34
1987,WR,Patrick Scott,0.69,1.32
2008,WR,Kevin Robinson,0.74,1.3
2015,WR,Jamison Crowder,1.6,1.3
2017,WR,Chris Martin,1.5,1.3
2018,WR,Kevin Spears,1.3,1.3
2018,WR,Alonge Brooks,1.28,1.3
1997,WR,Geroy Simon,0.4,1.29
2011,WR,Braeden George,1.26,1.29
2015,WR,Josh Harper,1.63,1.29
1994,WR,Craig Faulkner,0.56,1.28
2017,WR,Twarn Mixson,1.53,1.28
1992,WR,Brian Dowler,0.55,1.27
1996,WR,Preston Cunningham,1,1.27
2017,WR,Domo Taylor,1.41,1.27
2018,WR,T.J. Watkins,1.25,1.26
2018,WR,Jared Murphy,1.25,1.25
2018,WR,Xavier Hawkins,1.26,1.24
1991,WR,Mike Trevathan,0.39,1.23
1995,WR,Jerry Garrett,0.59,1.23
2018,WR,Mitchell OConnor,1.22,1.23
1998,WR,Magic Benton,0.4,1.22
2019,WR,Penny Hart,1.22,1.22
2019,WR,Alex Weber,1.22,1.22
2016,WR,Richard Mullaney,1.44,1.21
2019,WR,Flynn Nagel,1.21,1.21
2018,WR,Alfonso Onunwor,1.2,1.2
1991,WR,Gary Wellman,0.46,1.19
2014,WR,Scott MacDonell,1.18,1.19
2016,WR,DeRunnya Wilson,1.27,1.19
1989,WR,Tom Waddle,0.66,1.18
1998,WR,Octavus Barnes,0.45,1.17
2018,WR,Chris Jones,1.15,1.16
2018,WR,Wacey Schell,1.15,1.15
2018,WR,Terryon Robinson,1.14,1.15
1990,WR,Chris Calloway,0.41,1.14
1991,WR,Greg Taylor,0.48,1.14
2018,WR,Cameron Echols-Luper,1.15,1.14
1988,WR,James Rich,0.37,1.13
2017,WR,Shawn Brickley,1.37,1.13
2014,WR,Josh Stewart,1.33,1.12
2016,WR,Joshua Stanford,1.19,1.11
1991,WR,Reggie Moore,0.47,1.1
1999,WR,Shawn Foreman,0.65,1.1
2018,WR,Darious Crawley,1.1,1.1
1989,WR,Bill Davis,0.98,1.09
2018,WR,JaQuay Savage,1.06,1.09
1990,WR,Tony Moss,1.11,1.08
2014,WR,Alexander Fox,1.11,1.08
2019,WR,Collin Lisa,1.08,1.08
2018,WR,Chris Hollis,1.09,1.06
2019,WR,Andre Wilson,1.06,1.06
1987,WR,Fred Lane,1.17,1.05
2015,WR,Ezell Ruffin,1.14,1.04
2017,WR,Dominique Leake,1.23,1.04
1992,WR,Mark Henry,0.6,1.02
2017,WR,Tyler Cain,1.12,1.02
2018,WR,Archelaus Jack,1.02,1.02
2019,WR,Trevon Brown,1.02,1.02
1989,WR,Boo Mitchell,0.63,1.01
1993,WR,Charles Thompson,0.1,1.01
2017,WR,Artavis Scott,1.18,1.01
1988,WR,Keith Gloster,0.48,1
2019,WR,Nyqwan Murray,1,1
2000,WR,Marcus Knight,0.38,0.99
2018,WR,DeSean Parsons,0.96,0.99
2017,WR,Taylor Barthelette,1.2,0.98
2016,WR,David Glidden,1.24,0.97
2017,WR,Brandon Acker,1.07,0.97
2018,WR,Doni Dowling,0.99,0.97
1991,WR,Rob Turner,0.37,0.96
2015,WR,Philip Enchill,1.13,0.96
2016,WR,Jamal Kett,1.07,0.96
2019,WR,Shun Brown,0.96,0.96
2017,WR,Malik Golson,1.12,0.94
2018,WR,Zy Letman,0.93,0.94
2016,WR,KJ Maye,1.27,0.93
2017,WR,Ryan Santoro,1.03,0.93
2018,WR,Brian Williams,0.93,0.93
2014,WR,Brian Marshall,0.87,0.92
2015,WR,Mikhail Davidson,1.04,0.92
1993,WR,Tony James,0.42,0.91
2018,WR,Gary Bradshaw,0.92,0.91
2019,WR,Shaq Davidson,0.91,0.91
2018,WR,Josiah Williams,0.89,0.9
2016,WR,Demarcus Ayers,1.09,0.89
2017,WR,Verlon Hunter,1.01,0.89
1988,WR,Darryl Franklin,0.28,0.88
1993,WR,Mark Szlachcic,0.59,0.88
1994,WR,Tyler Anderson,0.35,0.87
2017,WR,Dantwaun O’Neal,0.96,0.85
2018,WR,Jaron Johnson,0.86,0.85
2018,WR,DeJuawn Oliver,0.85,0.85
2019,WR,Kade Belyk,0.85,0.85
1992,WR,Eric Henley,0.33,0.84
2017,WR,Edward Pope,0.95,0.83
2018,WR,Keonte White,0.83,0.83
2018,WR,Blake Bone,0.82,0.83
1995,WR,Ken Grace,0.34,0.81
2018,WR,Kerry Thomas,0.81,0.81
2019,WR,Kyle Horton,0.81,0.81
2011,WR,Youssy Pierre,0.8,0.8
2018,WR,Cameron Chambers,0.79,0.8
1987,WR,Robert Clark,0.97,0.79
1990,WR,Terance Mathis,0.47,0.78
1994,WR,Aaron Bailey,0.31,0.78
2019,WR,Brandon Moore,0.77,0.77
2018,WR,Gavin Locklear,0.77,0.75
1996,WR,Freddie Scott,0.18,0.74
2018,WR,Alvin Bailey,0.75,0.74
2017,WR,Bernard Davis,0.84,0.73
2018,WR,Dominic Bonner,0.73,0.73
1990,WR,Anthony Green,0.13,0.72
2018,WR,Dashaun Smellie,0.71,0.72
2013,WR,Christopher Dobko,0.79,0.71
2017,WR,Brandon Ravenel,0.88,0.71
2018,WR,Brock Makaric,0.72,0.71
2018,WR,Mitch McCoy,0.7,0.71
2016,WR,Chris Hubert,0.89,0.7
1991,WR,Rick Isaiah,0.27,0.68
2018,WR,Nixon Provillon,0.67,0.68
1990,WR,Thomas Woods,0.31,0.66
2017,WR,Josh Barge,0.76,0.66
2018,WR,A.J. Conley,0.67,0.65
2018,WR,Brady Jones,0.65,0.65
1991,WR,Brad Lamb,0.22,0.64
2017,WR,Mitchell Hillis,0.74,0.64
1988,WR,Duke Donaldson,0.51,0.63
2018,WR,Makena Simis,0.63,0.63
2017,WR,Robert Ruiz,0.74,0.62
2018,WR,Dorian Leonard,0.62,0.62
2018,WR,Ammon Barker,0.62,0.62
1996,WR,Jason Shelley,0.23,0.61
2017,WR,Khalil Stinson,0.67,0.6
2019,WR,Workpeh Kofa,0.6,0.6
1991,WR,Eric Wright,0.28,0.59
2019,WR,James Homan,0.59,0.59
2005,WR,Charles Frederick,0.34,0.58
2018,WR,Isaiah Bernard,0.61,0.58
2018,WR,Jordan Cunningham,0.58,0.57
2019,WR,Desmond Cain,0.57,0.57
2004,WR,Freddie Smith,0.3,0.56
2017,WR,Rahmel Dockery,0.7,0.56
1991,WR,Sean Foster,0.2,0.55
2017,WR,Aregeros Turner,0.63,0.55
2019,WR,Knite Hatton,0.55,0.55
2014,WR,Francis Lapointe,0.53,0.54
2017,WR,Curtis Anderson,0.61,0.54
1987,WR,Jeff Tiefenthaler,0.75,0.53
2013,WR,Justin Chapdelaine,0.54,0.53
2017,WR,Cory Butler-Byrd,0.64,0.53
2018,WR,Malik Mayweather,0.56,0.53
2018,WR,Uriah LeMay,0.53,0.53
2017,WR,Kellen Williams,0.57,0.52
2019,WR,Dominique Maiden,0.52,0.52
1988,WR,John Garrett,0.08,0.5
2017,WR,Chance Allen,0.51,0.5
2017,WR,Ricky Jones,0.5,0.49
1990,WR,Henry Tuten,0.19,0.48
1992,WR,Marcus Grant,0.18,0.47
2017,WR,Tim Keith,0.48,0.46
2016,WR,George Johnson,0.45,0.45
2017,WR,Nate Cole,0.49,0.45
2012,WR,Jahmeek Taylor,0.52,0.44
2018,WR,Antoine Porter,0.46,0.44
2019,WR,Brandon Ihanza,0.44,0.44
2018,WR,Jaleel Reed,0.44,0.43
2017,WR,Anthony Johnson,0.43,0.41
2016,WR,Terrell Johnson,0.43,0.4
2017,WR,Adam Adeboboye,0.5,0.4
2017,WR,D’Vario Montgomery,0.42,0.39
1988,WR,Darryl Pearson,0.29,0.38
2013,WR,Darius Johnson,0.32,0.38
2015,WR,Jarred Haggins,0.41,0.38
2019,WR,Connor Niles,0.38,0.38
2017,WR,Larry Dace,0.49,0.36
2017,WR,Brian Lemelle,0.44,0.36
2018,WR,Jaren Colston-Green,0.37,0.36
2017,WR,Darreus Rogers,0.39,0.35
2019,WR,Vic Wharton III,0.35,0.35
2018,WR,Javonte Bagley,0.34,0.34
1997,WR,Dimitrious Stanley,0.12,0.33
2017,WR,Thaddeous Thompson,0.36,0.33
1991,WR,Jimmy Raye,0.24,0.32
2017,WR,Shaq Hall,0.36,0.32
2018,WR,Eric Cooper,0.33,0.32
1990,WR,Andre Riley,0.11,0.3
2019,WR,Phillip Baptiste,0.3,0.3
1993,WR,Darryl Spencer,0.2,0.29
2018,WR,Harry McMaster,0.29,0.28
2014,WR,Jarvis Landry,0.24,0.27
2018,WR,Stefan Derrick,0.26,0.27
2017,WR,Jaime Wilson,0.32,0.26
2018,WR,Tavares Martin Jr.,0.26,0.26
1988,WR,Richard Zayas,0.26,0.25
2018,WR,Robert Lewis,0.27,0.25
2019,WR,Lajarett Ford,0.25,0.25
2018,WR,Noah Akharoh,0.25,0.24
1991,WR,Terence Barber,0.21,0.23
1992,WR,Alan Boschma,0.11,0.22
1995,WR,Kerry Hayes,0.11,0.22
1997,WR,Robert Wilson,0.02,0.22
2017,WR,Austin Moses,0.3,0.22
2019,WR,Devin Reece,0.22,0.22
2018,WR,Tez Terry,0.21,0.19
2018,WR,William Watson,0.19,0.19
1990,WR,Quintin Smith,0.14,0.18
1991,WR,Manny Hazard,0.15,0.18
2018,WR,Lam Diing,0.17,0.18
2019,WR,Eric Kimmerly,0.17,0.17
1992,WR,Chris Holder,0.04,0.15
2014,WR,Kit Hillis,0.23,0.15
2018,WR,Sherman Alston,0.16,0.15
2019,WR,Kaeden Walls,0.15,0.15
2017,WR,John Thompson,0.19,0.14
2018,WR,John Johnson,0.15,0.14
2017,WR,Loliya Macharry,0.16,0.13
2019,WR,Donovan Lee,0.13,0.13
1990,WR,Marcus Cherry,0.07,0.12
2019,WR,Maalik Todd,0.12,0.12
2018,WR,Josh Nobles,0.1,0.09
2019,WR,Dion Williams,0.09,0.09
2018,WR,Logan Fetzner,0.08,0.08
1992,WR,Michael Smith,0.04,0.07
2018,WR,Diante Cherry,0.07,0.07
2019,WR,Tyler Balla,0.07,0.07
2017,WR,Bradnon Bishop,0.09,0.06
2018,WR,Nacarius Fant,0.06,0.06
2018,WR,Micah Dickens,0.06,0.06
2018,WR,Anthony Washington,0.05,0.05
2017,WR,Jimmie Roberts,0.05,0.03
2018,WR,Elliot Oldham,0.03,0.03
2018,WR,Esaie Mboko,0.03,0.02
2018,WR,Hyleck Foster,0.02,0.02
2019,WR,Carlos Thompson,0.01,0.01
1987,WR,Albert Bell,0.41,0
1988,WR,Alfred Dorsey,0.14,0
1989,WR,Tony Logan,0.22,0
1990,WR,Steve Williams,0.04,0
1992,WR,Nickey Edmondson,0.01,0
1995,WR,Stanley Flanders,0,0
1987,RB,Edwin Simmons,7.86,10
1988,RB,John Stephens,9.73,10
1991,RB,Nick Bell,9.55,10
1995,RB,James Stewart,9.98,10
1999,RB,Edgerrin James,9.99,10
2003,RB,Justin Fargas,10,10
2007,RB,Jackie Battle,9.99,9.98
2001,RB,Deuce McAllister,9.96,9.97
2018,RB,Saquon Barkley,9.97,9.97
1996,RB,Chris Darkins,9.94,9.96
1993,RB,Kevin Williams,9.79,9.95
2013,RB,Michael Cox,9.96,9.93
2000,RB,Curtis Keaton,9.93,9.92
1994,RB,Mario Bates,9.69,9.91
1999,RB,Jay Hinton,9.86,9.91
2011,RB,Anthony Allen,9.89,9.91
2012,RB,Ryan McCants,9.95,9.91
2008,RB,Jonathan Stewart,9.93,9.89
2002,RB,Josh Scobey,9.84,9.88
2007,RB,Chris Henry,9.92,9.87
1991,RB,Aaron Craver,9.27,9.86
2016,RB,Darius Jackson,9.91,9.86
1993,RB,Robert Smith,9.59,9.85
2010,RB,Ben Tate,9.88,9.85
2015,RB,David Johnson,9.9,9.85
2019,RB,Jeremy Cox,9.85,9.85
2013,RB,Latavius Murray,9.9,9.84
1992,RB,Ronald Humphrey,8.77,9.83
2016,RB,Dwayne Washington,9.87,9.83
1990,RB,Latin Berry,9.25,9.81
2019,RB,Alex Barnes,9.81,9.81
1988,RB,Lars Tate,8.37,9.8
2010,RB,Montario Hardesty,9.82,9.8
2013,RB,Christine Michael,9.87,9.8
1997,RB,Antowain Smith,9.33,9.79
2001,RB,LaDainian Tomlinson,9.79,9.79
2005,RB,Marion Barber,9.83,9.79
2014,RB,Jerick McKinnon,9.85,9.79
2006,RB,Laurence Maroney,9.74,9.78
2019,RB,Charlie Volker,9.78,9.78
1992,RB,Nate Turner,8.45,9.77
2004,RB,Tatum Bell,9.71,9.77
2012,RB,Nathan Riva,9.82,9.77
1997,RB,Jay Graham,8.84,9.75
2019,RB,Ty Johnson,9.75,9.75
1989,RB,Keith Jones RB,7.75,9.74
1998,RB,Ahman Green,9.62,9.74
2015,RB,Tevin Coleman,9.8,9.74
1999,RB,Ricky Williams,9.54,9.73
2008,RB,Matt Forte,9.76,9.73
2014,RB,Bishop Sankey,9.77,9.73
2001,RB,Lamont Jordan,9.62,9.71
1997,RB,Calvin Branch,8.73,9.68
2002,RB,Maurice Morris,9.56,9.68
2017,RB,Brionte Dunn,9.71,9.68
2018,RB,Warren Long,9.67,9.68
2007,RB,Adrian Peterson,9.68,9.66
2000,RB,Chrys Chukwuma,9.26,9.64
2006,RB,Reggie Bush,9.72,9.63
2012,RB,Trent Richardson,9.76,9.63
2000,RB,Frank Moreau,9.06,9.62
2007,RB,Brian Leonard,9.61,9.62
2016,RB,Daniel Lasco,9.73,9.62
1996,RB,Leeland Mcelroy,9.12,9.61
2008,RB,Darren McFadden,9.65,9.6
2000,RB,Marlion Jackson,9.06,9.59
2004,RB,Steven Jackson,9.44,9.59
2008,RB,Jalen Parmele,9.66,9.58
1987,RB,Kenneth Flowers,5.66,9.57
2008,RB,Chris Johnson,9.7,9.57
2014,RB,Kedrick Rhodes,9.65,9.57
1999,RB,Jerry Azumah,9.23,9.56
1993,RB,Richie Anderson,7.79,9.55
1998,RB,Robert Holcombe,8.43,9.55
2004,RB,Chris Perry,9.59,9.55
1997,RB,Spencer George,8.48,9.54
2002,RB,William Green,9.37,9.54
2018,RB,Josh Adams,9.53,9.54
2014,RB,Stephen Houston,9.68,9.52
2002,RB,Tony Fisher,9.41,9.51
2019,RB,Darrin Hall,9.51,9.51
2007,RB,Danny Ware,9.46,9.5
2012,RB,Jonathan Grimes,9.6,9.49
2019,RB,Miles Sanders,9.49,9.49
1989,RB,Eric Ball,7.05,9.48
2017,RB,Joe Mixon,9.52,9.47
1994,RB,Dorsey Levens,8.03,9.46
2013,RB,Knile Davis,9.64,9.46
1998,RB,Tavian Banks,8.14,9.45
